NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GO_MITOCHONDRION_DISTRIBUTION	16	15		
GO_INTRACELLULAR_DISTRIBUTION_OF_MITOCHONDRIA	8		Rejected!	
GO_AXIAL_MESODERM_DEVELOPMENT	7		Rejected!	
GO_MESODERM_MORPHOGENESIS	77	71		
GO_MESODERMAL_CELL_DIFFERENTIATION	35	32		
GO_PARAXIAL_MESODERM_DEVELOPMENT	18	18		
GO_PARAXIAL_MESODERM_MORPHOGENESIS	10		Rejected!	
GO_PARAXIAL_MESODERM_FORMATION	7		Rejected!	
GO_LATERAL_MESODERM_DEVELOPMENT	15	15		
GO_MESENDODERM_DEVELOPMENT	9		Rejected!	
GO_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	33	33		
GO_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	17	17		
GO_POSITIVE_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	9		Rejected!	
GO_CELL_MATURATION	179	172		
GO_OOGENESIS	91	83		
GO_REPLICATION_FORK_PROTECTION	9		Rejected!	
GO_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT	47	47		
GO_ENTERIC_NERVOUS_SYSTEM_DEVELOPMENT	15	15		
GO_SYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT	21	21		
GO_PARASYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT	19	19		
GO_SYNAPTIC_VESICLE_TRANSPORT	44	43		
GO_MAINTENANCE_OF_ANIMAL_ORGAN_IDENTITY	5		Rejected!	
GO_RHYTHMIC_PROCESS	305	300		
GO_BLOOD_VESSEL_MORPHOGENESIS	706		Rejected!	
GO_SPERMATID_DIFFERENTIATION	166	154		
GO_POSITIVE_REGULATION_OF_BEHAVIOR	27	27		
GO_NEGATIVE_REGULATION_OF_BEHAVIOR	16	16		
GO_POSITIVE_REGULATION_OF_VIRAL_PROCESS	107	105		
GO_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	104	95		
GO_ANATOMICAL_STRUCTURE_ARRANGEMENT	17	17		
GO_LYMPH_NODE_DEVELOPMENT	17	16		
GO_SPLEEN_DEVELOPMENT	34	30		
GO_MUCOSAL_ASSOCIATED_LYMPHOID_TISSUE_DEVELOPMENT	8		Rejected!	
GO_THYMUS_DEVELOPMENT	46	46		
GO_BONE_MARROW_DEVELOPMENT	9		Rejected!	
GO_RESPONSE_TO_STEROID_HORMONE	346	336		
GO_DIGESTIVE_TRACT_MORPHOGENESIS	50	48		
GO_REGULATION_OF_PINOCYTOSIS	13		Rejected!	
GO_POSITIVE_REGULATION_OF_PINOCYTOSIS	8		Rejected!	
GO_NEGATIVE_REGULATION_OF_PINOCYTOSIS	5		Rejected!	
GO_EMBRYONIC_DIGESTIVE_TRACT_MORPHOGENESIS	18	18		
GO_EMBRYONIC_ORGAN_MORPHOGENESIS	302	294		
GO_POST_EMBRYONIC_ANIMAL_ORGAN_MORPHOGENESIS	8		Rejected!	
GO_EMBRYONIC_DIGESTIVE_TRACT_DEVELOPMENT	34	34		
GO_EMBRYONIC_ORGAN_DEVELOPMENT	451	441		
GO_POST_EMBRYONIC_ANIMAL_ORGAN_DEVELOPMENT	15	15		
GO_NOTOCHORD_MORPHOGENESIS	10		Rejected!	
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS	1753		Rejected!	
GO_DEVELOPMENTAL_CELL_GROWTH	237	221		
GO_DEVELOPMENTAL_GROWTH	670		Rejected!	
GO_EYE_MORPHOGENESIS	156	152		
GO_CAMERA_TYPE_EYE_MORPHOGENESIS	125	123		
GO_EMBRYONIC_CAMERA_TYPE_EYE_MORPHOGENESIS	28	28		
GO_EMBRYONIC_MORPHOGENESIS	602		Rejected!	
GO_MYOBLAST_FATE_COMMITMENT	5		Rejected!	
GO_SKELETAL_MUSCLE_TISSUE_GROWTH	7		Rejected!	
GO_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_GROWTH	5		Rejected!	
GO_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT	157	133		
GO_REGULATION_OF_DEVELOPMENTAL_GROWTH	353	326		
GO_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	187	171		
GO_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	115	106		
GO_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT	49	46		
GO_NEGATIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT	11		Rejected!	
GO_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT	26	23		
GO_MUSCLE_ORGAN_MORPHOGENESIS	83	79		
GO_ANIMAL_ORGAN_FORMATION	65	63		
GO_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	1202		Rejected!	
GO_SMOOTH_MUSCLE_CELL_PROLIFERATION	175	135		
GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION	103	86		
GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION	69	46		
GO_NEURON_FATE_COMMITMENT	67	62		
GO_NEURON_FATE_DETERMINATION	8		Rejected!	
GO_NEURON_FATE_SPECIFICATION	34	31		
GO_NEURON_DEVELOPMENT	1143		Rejected!	
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	604		Rejected!	
GO_COLLATERAL_SPROUTING	27	26		
GO_COLLATERAL_SPROUTING_IN_ABSENCE_OF_INJURY	5		Rejected!	
GO_REGULATION_OF_COLLATERAL_SPROUTING	20	19		
GO_NEGATIVE_REGULATION_OF_COLLATERAL_SPROUTING	9		Rejected!	
GO_POSITIVE_REGULATION_OF_COLLATERAL_SPROUTING	11		Rejected!	
GO_AXON_EXTENSION	123	122		
GO_RESPONSE_TO_AXON_INJURY	80	75		
GO_SPROUTING_OF_INJURED_AXON	5		Rejected!	
GO_EMBRYONIC_CRANIAL_SKELETON_MORPHOGENESIS	48	48		
GO_EMBRYONIC_NEUROCRANIUM_MORPHOGENESIS	9		Rejected!	
GO_EMBRYONIC_VISCEROCRANIUM_MORPHOGENESIS	11		Rejected!	
GO_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS	97	94		
GO_SKELETAL_SYSTEM_MORPHOGENESIS	227	218		
GO_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT	130	124		
GO_ASTROCYTE_DIFFERENTIATION	83	78		
GO_OLIGODENDROCYTE_DIFFERENTIATION	103	97		
GO_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	31	27		
GO_POSITIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	13		Rejected!	
GO_NEGATIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	15		Rejected!	
GO_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	40	39		
GO_POSITIVE_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	23	22		
GO_NEGATIVE_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	13		Rejected!	
GO_TISSUE_MORPHOGENESIS	664		Rejected!	
GO_EPIDERMIS_MORPHOGENESIS	32	32		
GO_GLAND_DEVELOPMENT	443	434		
GO_SEBACEOUS_GLAND_DEVELOPMENT	8		Rejected!	
GO_APPENDAGE_DEVELOPMENT	181	175		
GO_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	231	204		
GO_CARDIAC_MUSCLE_FIBER_DEVELOPMENT	10		Rejected!	
GO_REGULATION_OF_SKELETAL_MUSCLE_FIBER_DEVELOPMENT	11		Rejected!	
GO_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_FIBER_DEVELOPMENT	8		Rejected!	
GO_SMOOTH_MUSCLE_TISSUE_DEVELOPMENT	24	22		
GO_MUSCLE_FIBER_DEVELOPMENT	60	56		
GO_SEMICIRCULAR_CANAL_MORPHOGENESIS	7		Rejected!	
GO_PIGMENT_GRANULE_ORGANIZATION	28	28		
GO_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE	155	150		
GO_BRANCHING_MORPHOGENESIS_OF_A_NERVE	10		Rejected!	
GO_PIGMENT_GRANULE_MATURATION	10		Rejected!	
GO_MESENCHYMAL_CELL_DIFFERENTIATION	229	215		
GO_TISSUE_REMODELING	178	162		
GO_MAINTENANCE_OF_PRESYNAPTIC_ACTIVE_ZONE_STRUCTURE	5		Rejected!	
GO_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER	23	23		
GO_PRONEPHROS_DEVELOPMENT	8		Rejected!	
GO_ANIMAL_ORGAN_MATURATION	26	24		
GO_GENITALIA_DEVELOPMENT	47	47		
GO_DENDRITE_MORPHOGENESIS	146	144		
GO_REGULATION_OF_DENDRITE_MORPHOGENESIS	95	94		
GO_POSITIVE_REGULATION_OF_HAIR_FOLLICLE_MATURATION	5		Rejected!	
GO_HAIR_FOLLICLE_MATURATION	16	16		
GO_ERYTHROCYTE_DEVELOPMENT	35	34		
GO_OTOLITH_DEVELOPMENT	8		Rejected!	
GO_ARTERY_MORPHOGENESIS	75	63		
GO_VENOUS_BLOOD_VESSEL_MORPHOGENESIS	9		Rejected!	
GO_FOREBRAIN_MORPHOGENESIS	11		Rejected!	
GO_BRAIN_MORPHOGENESIS	34	34		
GO_NEURAL_NUCLEUS_DEVELOPMENT	62	58		
GO_FORMATION_OF_ANATOMICAL_BOUNDARY	5		Rejected!	
GO_LEUKEMIA_INHIBITORY_FACTOR_SIGNALING_PATHWAY	8		Rejected!	
GO_STEM_CELL_DIFFERENTIATION	264	255		
GO_STEM_CELL_FATE_COMMITMENT	9		Rejected!	
GO_CELL_MOTILITY	1819		Rejected!	
GO_MULTICELLULAR_ORGANISMAL_HOMEOSTASIS	519		Rejected!	
GO_HOMEOSTASIS_OF_NUMBER_OF_CELLS	256	249		
GO_HOMEOSTASIS_OF_NUMBER_OF_CELLS_WITHIN_A_TISSUE	29	29		
GO_CHEMICAL_HOMEOSTASIS_WITHIN_A_TISSUE	11		Rejected!	
GO_CHEMICAL_HOMEOSTASIS	1213		Rejected!	
GO_SENSORY_SYSTEM_DEVELOPMENT	394	386		
GO_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	13		Rejected!	
GO_CHROMOSOME_LOCALIZATION	79	74		
GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_METABOLIC_PROCESS	24	22		
GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GO_CATECHOLAMINE_SECRETION	57	55		
GO_POSITIVE_REGULATION_OF_VIRAL_TRANSCRIPTION	41	41		
GO_AMYLOID_BETA_METABOLIC_PROCESS	51	50		
GO_ARACHIDONIC_ACID_SECRETION	32	31		
GO_CHONDROITIN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	31	31		
GO_CHONDROITIN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	44	43		
GO_DERMATAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	16	16		
GO_CYTOKINE_SECRETION	131	114		
GO_HYDROGEN_PEROXIDE_BIOSYNTHETIC_PROCESS	17	15		
GO_HOMOCYSTEINE_METABOLIC_PROCESS	14		Rejected!	
GO_EPITHELIAL_CELL_PROLIFERATION	453	380		
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	211	188		
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	175	122		
GO_REGULATION_OF_MRNA_PROCESSING	152	148		
GO_POSITIVE_REGULATION_OF_MRNA_PROCESSING	33	31		
GO_NEGATIVE_REGULATION_OF_MRNA_PROCESSING	31	31		
GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS	25	22		
GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS	78	71		
GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_VIRUS	29	29		
GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	40	37		
GO_NEGATIVE_REGULATION_OF_CYTOKINE_SECRETION	38	27		
GO_POSITIVE_REGULATION_OF_CYTOKINE_SECRETION	69	64		
GO_REGULATION_OF_INFLAMMATORY_RESPONSE	425	347		
GO_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	196	135		
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	158	140		
GO_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	263	250		
GO_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	195	189		
GO_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	56	49		
GO_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS	15	15		
GO_POSITIVE_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS	5		Rejected!	
GO_REGULATION_OF_PHAGOCYTOSIS	97	90		
GO_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS	22	18		
GO_POSITIVE_REGULATION_OF_PHAGOCYTOSIS	68	65		
GO_REGULATION_OF_AXONOGENESIS	186	184		
GO_NEGATIVE_REGULATION_OF_AXONOGENESIS	70	69		
GO_POSITIVE_REGULATION_OF_AXONOGENESIS	86	86		
GO_REGULATION_OF_DENDRITE_DEVELOPMENT	155	154		
GO_NEGATIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS	16	16		
GO_POSITIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS	39	38		
GO_REGULATION_OF_IMMUNE_RESPONSE	1018		Rejected!	
GO_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE	159	141		
GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	763		Rejected!	
GO_RNA_DESTABILIZATION	35	34		
GO_REGULATION_OF_BEHAVIOR	70	70		
GO_REGULATION_OF_INSULIN_SECRETION	181	173		
GO_ACTIVATED_T_CELL_PROLIFERATION	46	43		
GO_ION_HOMEOSTASIS	826		Rejected!	
GO_CIRCADIAN_SLEEP_WAKE_CYCLE_SLEEP	22	22		
GO_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY	240	233		
GO_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	75	72		
GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	172	171		
GO_SYNAPSE_ORGANIZATION	433	422		
GO_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	98	91		
GO_REGULATION_OF_ACYL_COA_BIOSYNTHETIC_PROCESS	8		Rejected!	
GO_COAGULATION	349	328		
GO_REGULATION_OF_COAGULATION	88	86		
GO_NEGATIVE_REGULATION_OF_COAGULATION	55	53		
GO_POSITIVE_REGULATION_OF_COAGULATION	29	29		
GO_PROTEIN_STABILIZATION	187	175		
GO_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM	81	76		
GO_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM	99	83		
GO_DEFENSE_RESPONSE_TO_FUNGUS	41	41		
GO_PROGESTERONE_RECEPTOR_SIGNALING_PATHWAY	9		Rejected!	
GO_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	100	94		
GO_NEGATIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	32	30		
GO_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	43	41		
GO_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	318	228		
GO_T_CELL_RECEPTOR_SIGNALING_PATHWAY	206	183		
GO_B_CELL_RECEPTOR_SIGNALING_PATHWAY	128	59		
GO_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	69	65		
GO_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY	29	26		
GO_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY	43	42		
GO_POSITIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	25	22		
GO_NEGATIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	31	30		
GO_NEGATIVE_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY	8		Rejected!	
GO_NEGATIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY	23	23		
GO_POSITIVE_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY	10		Rejected!	
GO_POSITIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY	15		Rejected!	
GO_REGULATION_OF_T_CELL_ACTIVATION	332	309		
GO_REGULATION_OF_B_CELL_ACTIVATION	188	119		
GO_REGULATION_OF_CELL_ACTIVATION	643		Rejected!	
GO_NEGATIVE_REGULATION_OF_CELL_ACTIVATION	207	191		
GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION	414	321		
GO_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION	32	32		
GO_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION	144	75		
GO_WHITE_FAT_CELL_DIFFERENTIATION	14		Rejected!	
GO_BROWN_FAT_CELL_DIFFERENTIATION	50	50		
GO_NERVOUS_SYSTEM_PROCESS	1462		Rejected!	
GO_REGULATION_OF_BODY_FLUID_LEVELS	513	491		
GO_MULTICELLULAR_ORGANISMAL_MOVEMENT	55	53		
GO_VOLUNTARY_MUSCULOSKELETAL_MOVEMENT	7		Rejected!	
GO_NEUROMUSCULAR_PROCESS_CONTROLLING_POSTURE	16	16		
GO_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE	51	49		
GO_ENDOCRINE_PROCESS	84	80		
GO_COGNITION	302	295		
GO_INTESTINAL_ABSORPTION	40	40		
GO_LEUKOCYTE_MIGRATION	514	435		
GO_LEUKOCYTE_TETHERING_OR_ROLLING	29	29		
GO_DIAPEDESIS	6		Rejected!	
GO_NEUROMUSCULAR_PROCESS	107	103		
GO_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	532	498		
GO_SENSORY_PERCEPTION_OF_TASTE	64	63		
GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_SOUND	13		Rejected!	
GO_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_TASTE	42	41		
GO_SENSORY_PERCEPTION_OF_BITTER_TASTE	41	40		
GO_SENSORY_PERCEPTION_OF_SOUR_TASTE	5		Rejected!	
GO_SENSORY_PERCEPTION_OF_SWEET_TASTE	6		Rejected!	
GO_SENSORY_PERCEPTION_OF_UMAMI_TASTE	6		Rejected!	
GO_POSITIVE_CHEMOTAXIS	67	60		
GO_NEGATIVE_CHEMOTAXIS	47	47		
GO_REGULATION_OF_CHEMOTAXIS	229	214		
GO_POSITIVE_REGULATION_OF_CHEMOTAXIS	144	140		
GO_NEGATIVE_REGULATION_OF_CHEMOTAXIS	66	56		
GO_REGULATION_OF_POSITIVE_CHEMOTAXIS	26	25		
GO_INDUCTION_OF_POSITIVE_CHEMOTAXIS	14		Rejected!	
GO_PIGMENT_CELL_DIFFERENTIATION	36	35		
GO_REGULATION_OF_PIGMENT_CELL_DIFFERENTIATION	8		Rejected!	
GO_SENSORY_PERCEPTION_OF_TEMPERATURE_STIMULUS	23	23		
GO_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS	221	217		
GO_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS	173	168		
GO_THERMOCEPTION	5		Rejected!	
GO_EQUILIBRIOCEPTION	7		Rejected!	
GO_DETECTION_OF_TEMPERATURE_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	18	18		
GO_DETECTION_OF_LIGHT_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	19	19		
GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN	14		Rejected!	
GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	31	30		
GO_SENSORY_PERCEPTION_OF_TOUCH	5		Rejected!	
GO_DETECTION_OF_MECHANICAL_STIMULUS	46	45		
GO_REGULATION_OF_LIPID_CATABOLIC_PROCESS	60	58		
GO_NEGATIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	24	22		
GO_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	27	27		
GO_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	52	45		
GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	22	21		
GO_NEGATIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	13		Rejected!	
GO_REGULATION_OF_LIPOPROTEIN_LIPASE_ACTIVITY	24	22		
GO_NEGATIVE_REGULATION_OF_LIPOPROTEIN_LIPASE_ACTIVITY	7		Rejected!	
GO_MICROTUBULE_SEVERING	12		Rejected!	
GO_ACTIN_FILAMENT_SEVERING	16	16		
GO_BARBED_END_ACTIN_FILAMENT_CAPPING	26	20		
GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_SECRETION	11		Rejected!	
GO_CHIASMA_ASSEMBLY	6		Rejected!	
GO_MRNA_TRANSPORT	151	146		
GO_RRNA_TRANSPORT	5		Rejected!	
GO_TRNA_TRANSPORT	37	36		
GO_REGULATION_OF_ENDOSOME_SIZE	5		Rejected!	
GO_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	23	22		
GO_POSITIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	15	15		
GO_NEGATIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	8		Rejected!	
GO_REGULATION_OF_SECRETION	749		Rejected!	
GO_POSITIVE_REGULATION_OF_SECRETION	372	356		
GO_NEGATIVE_REGULATION_OF_SECRETION	209	178		
GO_REGULATION_OF_TRANSPORT	1856		Rejected!	
GO_POSITIVE_REGULATION_OF_TRANSPORT	944		Rejected!	
GO_NEGATIVE_REGULATION_OF_TRANSPORT	502	434		
GO_REGULATION_OF_DNA_METABOLIC_PROCESS	365	329		
GO_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	127	102		
GO_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	200	189		
GO_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	58	51		
GO_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	323	314		
GO_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	78	75		
GO_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	59	56		
GO_CHAPERONE_COFACTOR_DEPENDENT_PROTEIN_REFOLDING	32	29		
GO_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	455	421		
GO_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	270	262		
GO_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	159	158		
GO_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	1081		Rejected!	
GO_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	1466		Rejected!	
GO_REGULATION_OF_HELICASE_ACTIVITY	12		Rejected!	
GO_POSITIVE_REGULATION_OF_HELICASE_ACTIVITY	7		Rejected!	
GO_NEGATIVE_REGULATION_OF_HELICASE_ACTIVITY	5		Rejected!	
GO_REGULATION_OF_BINDING	367	350		
GO_POSITIVE_REGULATION_OF_BINDING	174	168		
GO_NEGATIVE_REGULATION_OF_BINDING	169	158		
GO_REGULATION_OF_DNA_BINDING	124	118		
GO_DNA_LIGATION_INVOLVED_IN_DNA_REPAIR	8		Rejected!	
GO_REGULATION_OF_DNA_LIGATION	6		Rejected!	
GO_POSITIVE_REGULATION_OF_DNA_LIGATION	5		Rejected!	
GO_HEPOXILIN_METABOLIC_PROCESS	9		Rejected!	
GO_RNA_POLYMERASE_II_PREINITIATION_COMPLEX_ASSEMBLY	26	24		
GO_SYNAPTIC_GROWTH_AT_NEUROMUSCULAR_JUNCTION	10		Rejected!	
GO_REGULATION_OF_ACTIN_NUCLEATION	30	29		
GO_NEGATIVE_REGULATION_OF_ACTIN_NUCLEATION	8		Rejected!	
GO_POSITIVE_REGULATION_OF_ACTIN_NUCLEATION	16	16		
GO_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	742		Rejected!	
GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	1217		Rejected!	
GO_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY	22	21		
GO_NK_T_CELL_ACTIVATION	11		Rejected!	
GO_REGULATION_OF_NK_T_CELL_ACTIVATION	9		Rejected!	
GO_POSITIVE_REGULATION_OF_NK_T_CELL_ACTIVATION	7		Rejected!	
GO_REGULATION_OF_NK_T_CELL_DIFFERENTIATION	6		Rejected!	
GO_REGULATION_OF_NK_T_CELL_PROLIFERATION	5		Rejected!	
GO_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	73	54		
GO_STRIATED_MUSCLE_CELL_DIFFERENTIATION	295	261		
GO_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	186	150		
GO_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	68	54		
GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	111	86		
GO_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	47	30		
GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	23	16		
GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	22		Rejected!	
GO_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	119	97		
GO_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	43	35		
GO_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	73	57		
GO_GLUCOSE_6_PHOSPHATE_METABOLIC_PROCESS	26	26		
GO_XYLULOSE_5_PHOSPHATE_METABOLIC_PROCESS	5		Rejected!	
GO_NUCLEAR_EXPORT	204	199		
GO_NUCLEAR_TRANSPORT	357	350		
GO_IMPORT_INTO_NUCLEUS	171	168		
GO_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	1868		Rejected!	
GO_VITAMIN_TRANSPORT	41	40		
GO_PROSTHETIC_GROUP_METABOLIC_PROCESS	6		Rejected!	
GO_PROTEIN_INSERTION_INTO_MEMBRANE	65	61		
GO_SEQUESTERING_OF_CALCIUM_ION	124	117		
GO_CARTILAGE_DEVELOPMENT	196	182		
GO_CYTOPLASMIC_SEQUESTERING_OF_PROTEIN	23	23		
GO_SPINDLE_ASSEMBLY	115	109		
GO_SPINDLE_ELONGATION	10		Rejected!	
GO_MAINTENANCE_OF_LOCATION	324	312		
